1.340e+05	0.000000e+0
1.341e+05	4.759000e-26
1.345e+05	1.672000e-23
1.348e+05	3.403000e-23
1.353e+05	5.195000e-23
1.358e+05	7.050000e-23
1.362e+05	8.970000e-23
1.367e+05	1.096000e-22
1.372e+05	1.301000e-22
1.377e+05	1.514000e-22
1.382e+05	1.735000e-22
1.388e+05	1.963000e-22
1.394e+05	2.199000e-22
1.400e+05	2.444000e-22
1.406e+05	2.697000e-22
1.412e+05	2.959000e-22
1.419e+05	3.230000e-22
1.426e+05	3.511000e-22
1.433e+05	3.802000e-22
1.440e+05	4.102000e-22
1.448e+05	4.414000e-22
1.456e+05	4.736000e-22
1.464e+05	5.070000e-22
1.473e+05	5.415000e-22
1.481e+05	5.773000e-22
1.490e+05	6.143000e-22
1.499e+05	6.526000e-22
1.509e+05	6.949000e-22
1.519e+05	7.855000e-22
1.529e+05	8.793000e-22
1.540e+05	8.891000e-22
1.552e+05	8.747000e-22
1.563e+05	9.015000e-22
1.575e+05	9.493000e-22
1.587e+05	9.988000e-22
1.600e+05	1.050000e-21
1.613e+05	1.103000e-21
1.627e+05	1.158000e-21
1.641e+05	1.213000e-21
1.656e+05	1.269000e-21
1.671e+05	1.328000e-21
1.686e+05	1.389000e-21
1.702e+05	1.452000e-21
1.720e+05	1.517000e-21
1.737e+05	1.585000e-21
1.755e+05	1.654000e-21
1.773e+05	1.727000e-21
1.793e+05	1.802000e-21
1.813e+05	1.879000e-21
1.834e+05	1.959000e-21
1.854e+05	2.042000e-21
1.876e+05	2.057000e-21
1.900e+05	2.064000e-21
1.924e+05	2.072000e-21
1.948e+05	2.080000e-21
1.974e+05	2.088000e-21
1.999e+05	2.096000e-21
2.027e+05	2.105000e-21
2.055e+05	2.114000e-21
2.084e+05	2.124000e-21
2.114e+05	2.133000e-21
2.146e+05	2.143000e-21
2.178e+05	2.154000e-21
2.212e+05	2.165000e-21
2.247e+05	2.176000e-21
2.283e+05	2.188000e-21
2.320e+05	2.200000e-21
2.358e+05	2.210000e-21
2.399e+05	2.220000e-21
2.439e+05	2.231000e-21
2.482e+05	2.242000e-21
2.526e+05	2.253000e-21
2.572e+05	2.265000e-21
2.619e+05	2.277000e-21
2.669e+05	2.290000e-21
2.719e+05	2.303000e-21
2.772e+05	2.317000e-21
2.826e+05	2.331000e-21
2.883e+05	2.345000e-21
2.941e+05	2.360000e-21
3.001e+05	2.376000e-21
3.064e+05	2.392000e-21
3.129e+05	2.409000e-21
3.195e+05	2.426000e-21
3.264e+05	2.444000e-21
3.336e+05	2.462000e-21
3.411e+05	2.482000e-21
3.487e+05	2.502000e-21
3.566e+05	2.529000e-21
3.648e+05	2.558000e-21
3.734e+05	2.587000e-21
3.823e+05	2.617000e-21
3.913e+05	2.649000e-21
4.008e+05	2.682000e-21
4.106e+05	2.715000e-21
4.207e+05	2.750000e-21
4.312e+05	2.786000e-21
4.420e+05	2.824000e-21
4.533e+05	2.862000e-21
4.649e+05	2.903000e-21
4.769e+05	2.955000e-21
4.894e+05	3.009000e-21
5.022e+05	3.064000e-21
5.156e+05	3.122000e-21
5.295e+05	3.181000e-21
5.438e+05	3.243000e-21
5.585e+05	3.307000e-21
5.738e+05	3.373000e-21
5.897e+05	3.375000e-21
6.062e+05	3.333000e-21
6.232e+05	3.289000e-21
6.408e+05	3.243000e-21
6.590e+05	3.196000e-21
6.778e+05	3.148000e-21
6.974e+05	3.098000e-21
7.176e+05	3.059000e-21
7.385e+05	3.018000e-21
7.601e+05	2.976000e-21
7.826e+05	2.933000e-21
8.057e+05	2.888000e-21
8.297e+05	2.841000e-21
8.547e+05	2.793000e-21
8.803e+05	2.743000e-21
9.070e+05	2.691000e-21
9.345e+05	2.643000e-21
9.631e+05	2.613000e-21
9.927e+05	2.581000e-21
1.023e+06	2.548000e-21
1.055e+06	2.514000e-21
1.088e+06	2.478000e-21
1.122e+06	2.442000e-21
1.157e+06	2.404000e-21
1.193e+06	2.366000e-21
1.230e+06	2.327000e-21
1.270e+06	2.287000e-21
1.310e+06	2.245000e-21
1.352e+06	2.202000e-21
1.395e+06	2.158000e-21
1.440e+06	2.111000e-21
1.485e+06	2.064000e-21
1.534e+06	2.014000e-21
1.583e+06	1.963000e-21
1.635e+06	1.910000e-21
1.687e+06	1.855000e-21
1.743e+06	1.799000e-21
1.800e+06	1.769000e-21
1.859e+06	1.739000e-21
1.919e+06	1.707000e-21
1.983e+06	1.675000e-21
2.048e+06	1.641000e-21
2.116e+06	1.606000e-21
2.186e+06	1.570000e-21
2.258e+06	1.532000e-21
2.334e+06	1.496000e-21
2.411e+06	1.473000e-21
2.491e+06	1.448000e-21
2.575e+06	1.423000e-21
2.661e+06	1.397000e-21
2.750e+06	1.370000e-21
2.843e+06	1.343000e-21
2.938e+06	1.314000e-21
3.037e+06	1.284000e-21
3.140e+06	1.253000e-21
3.246e+06	1.221000e-21
3.356e+06	1.188000e-21
3.470e+06	1.154000e-21
3.587e+06	1.134000e-21
3.709e+06	1.116000e-21
3.834e+06	1.097000e-21
3.965e+06	1.077000e-21
4.100e+06	1.057000e-21
4.240e+06	1.036000e-21
4.384e+06	1.014000e-21
4.534e+06	9.912000e-22
4.689e+06	9.678000e-22
4.850e+06	9.436000e-22
5.015e+06	9.186000e-22
5.188e+06	8.926000e-22
